,Locus Id,NCBI Accession number,NCBI gi number,Gene description,High CO2 fitness replicate 1,Low CO2 fitness replicate 1,High CO2 fitness replicate 2,Low CO2 fitness replicate 2,Has HCR phenotype
0,HNEAP_RS00025,WP_041600303.1,753844686.0,DNA replication and repair protein RecF,-0.21672978164935802,-0.266269662841689,-0.303316091397026,-0.37350535412738706,False
1,HNEAP_RS00035,WP_012822908.1,502585113.0,LemA family protein,-0.295904368416597,-0.209297846802948,-0.11678596704004199,0.0342901793610962,False
2,HNEAP_RS00040,WP_012822909.1,502585114.0,hypothetical protein,0.0155237386714291,-0.0830128909444713,-0.0130241142902207,0.0415561467377899,False
3,HNEAP_RS00045,WP_012822910.1,502585115.0,exodeoxyribonuclease III,-0.0393781567932424,-0.0748681028759362,-0.0585192295139493,-0.135996185249107,False
4,HNEAP_RS00050,WP_012822911.1,502585116.0,ABC transporter permease,-0.14011924352517902,-0.100945841302865,0.0343053117914318,-0.0451473687507426,False
5,HNEAP_RS00055,WP_049772428.1,908628395.0,ABC transporter,0.0150819439384599,0.00858757992625994,-0.11710671487039599,-0.0555767372727962,False
6,HNEAP_RS00060,WP_012822913.1,502585118.0,arylesterase,-0.20620142559101298,-0.16450052300979198,-0.154393966194669,-0.150413611997227,False
7,HNEAP_RS00065,WP_012822914.1,502585119.0,DUF559 domain-containing protein,0.10532316001115899,0.145501606907162,0.19865489874078698,0.0622335693789988,False
8,HNEAP_RS00070,WP_012822915.1,502585120.0,IS110 family transposase,-0.0189639746430306,0.047808048617806,0.0869106178598756,0.0136810081660695,False
9,HNEAP_RS00075,WP_012822917.1,502585122.0,prepilin-type cleavage/methylation domain-containing protein,0.526257762726546,0.14193057557279,0.732353483249815,0.35935055370677293,False
10,HNEAP_RS00080,WP_012822918.1,502585123.0,Tfp pilus assembly protein FimT-like protein,0.296868291528174,0.0908129236236282,0.466916044652336,0.302046746694243,False
11,HNEAP_RS00085,WP_012822919.1,502585124.0,type IV pilus modification protein PilV,0.709717881828746,0.3357236586481369,0.7390975404169141,0.584574544835202,False
12,HNEAP_RS00090,WP_012822920.1,502585125.0,prepilin-type cleavage/methylation domain-containing protein,0.584362320579054,0.256035187351433,0.6267244267936121,0.34473201399043,False
13,HNEAP_RS00095,WP_081441062.1,1174219881.0,hypothetical protein,0.49938817320290296,0.219413655422911,0.7491387727566441,0.57515055765998,False
14,HNEAP_RS00100,WP_012822922.1,502585127.0,type 4 fimbrial biogenesis protein PilY1,0.202079843600726,-0.0630404268604835,0.23989603165054102,0.12819228096861698,False
15,HNEAP_RS00105,WP_012822923.1,502585128.0,PilE protein,0.6918873994159379,0.34032954890456796,0.829619728519039,0.5594741145462659,False
16,HNEAP_RS00110,WP_012822924.1,502585130.0,pilus assembly protein,0.015651169191933,0.0185831453120782,-0.0389087896454258,0.022029476718121003,False
17,HNEAP_RS00115,WP_012822925.1,502585131.0,DUF559 domain-containing protein,-0.016912154956418003,0.12137816951995802,-0.0260019815644335,-0.16668909968412302,False
18,HNEAP_RS00120,WP_012822927.1,502585133.0,excinuclease ABC subunit UvrA,-0.0980953658531949,-0.166265128933516,-0.11276461793595402,-0.0461793863696136,False
19,HNEAP_RS00130,WP_012822929.1,502585135.0,gamma-glutamyltransferase,-0.0846510924355614,-0.00891979594753911,-0.0162637722158195,0.089345180399996,False
20,HNEAP_RS00135,WP_012822930.1,502585136.0,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,-0.0570723423575556,-0.0195821370607003,-0.0763654296857791,0.0280491862679887,False
21,HNEAP_RS00140,WP_012822931.1,502585137.0,metallophosphoesterase,0.0565332715104678,0.011207537044769,-0.0649869242555335,-0.101371974646482,False
22,HNEAP_RS00145,WP_012822932.1,502585138.0,ketohexokinase,-1.50413140497714,-1.2778283508955701,-1.46630248270271,-1.13225685828969,False
23,HNEAP_RS00150,WP_012822933.1,502585139.0,GGDEF domain-containing protein,-0.0827850304162618,-0.157086771275597,-0.10997688615905801,-0.123830098291298,False
24,HNEAP_RS00155,WP_012822934.1,502585140.0,BolA family transcriptional regulator,-0.311869968366617,-0.142315277380057,-0.213979255998454,-0.19153114514162697,False
25,HNEAP_RS00160,WP_012822935.1,502585141.0,HDOD domain-containing protein,-0.10529082100244198,-0.11179668062619999,-0.10190234835477302,0.0398209454528521,False
26,HNEAP_RS00165,WP_012822936.1,502585142.0,bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase,-1.1254533662108002,-0.5746032629965789,-1.2407470167915302,-1.19605569927586,False
27,HNEAP_RS00170,WP_012822937.1,502585143.0,DNA-directed RNA polymerase subunit omega,-2.46379326626369,-1.3588400673904197,-1.1872920237388798,-0.6032566256300721,False
28,HNEAP_RS00180,WP_012822939.1,502585145.0,DedA family protein,-0.7066459599134269,-0.511973990872133,-0.332366417053098,-0.230546305202647,False
29,HNEAP_RS00185,WP_012822940.1,502585146.0,glycine zipper 2TM domain-containing protein,-0.21023254288884197,-0.10239235882452,-0.16823707648330902,-0.075888226082725,False
30,HNEAP_RS00190,WP_012822941.1,502585147.0,membrane protein,0.285502893582476,0.11526297257363399,-0.0728959323869889,0.206537564882368,False
31,HNEAP_RS00195,WP_012822942.1,502585148.0,exodeoxyribonuclease III,0.0458232493566496,0.191943940159071,0.150402091187504,0.243014099232468,False
32,HNEAP_RS00200,WP_041600478.1,753844861.0,hypothetical protein,-0.287099369986726,-0.35298022545937896,-0.211626721838568,-0.296171640836842,False
33,HNEAP_RS00205,WP_081441063.1,1174219882.0,hypothetical protein,-0.0629338444939634,-0.100139653489767,-0.0286038292900325,-0.0883288068653705,False
34,HNEAP_RS00210,WP_012822946.1,502585152.0,TIGR01458 family HAD-type hydrolase,0.15656104843579902,0.050856654730496,-0.107048043458396,-0.18575838915755802,False
35,HNEAP_RS00215,WP_012822947.1,502585153.0,competence/damage-inducible protein A,0.008015934022405859,0.0437179609897098,-0.0110468408357226,-0.14557817965389003,False
36,HNEAP_RS00230,WP_012822950.1,502585156.0,hypothetical protein,-0.126614305048813,-0.0038328842298932,-0.0609589113426257,-0.254693162939454,False
37,HNEAP_RS00235,WP_012822951.1,502585157.0,hypothetical protein,-0.0416845261266721,-0.0996691802410161,-0.181851236482953,-0.0480904304507877,False
38,HNEAP_RS00240,WP_012822952.1,502585158.0,5'-deoxynucleotidase,-0.6322282188608199,-0.535859140950599,-0.502786976290018,-0.17810054725424,False
39,HNEAP_RS00245,WP_012822953.1,502585159.0,deoxyguanosinetriphosphate triphosphohydrolase,-0.0646551022418869,0.0172783689129063,-0.146724310216971,-0.0927396185925761,False
40,HNEAP_RS00250,WP_012822954.1,502585160.0,NAD(P)-dependent oxidoreductase,-0.0235435644253494,-0.0301046263102607,-0.0289752869051829,-0.0298344538900788,False
41,HNEAP_RS00260,WP_012822956.1,502585162.0,DNA recombination protein RmuC,-0.178453633716507,-0.201271117022851,-0.0958240292169876,-0.174369682691034,False
42,HNEAP_RS00265,WP_012822957.1,502585163.0,hypothetical protein,-0.0761728554210247,-0.297821302971408,-0.525768128236454,-0.797849373964721,False
43,HNEAP_RS00270,WP_012822958.1,502585164.0,metallophosphoesterase,-0.687327261202854,-0.8117569856275021,-0.8441180466561329,-0.9153121331896651,False
44,HNEAP_RS00275,WP_012822959.1,502585165.0,hypothetical protein,0.21859806543526802,-0.0788857440056852,-0.0175853650932442,-0.14456224969672898,False
45,HNEAP_RS00280,WP_012822960.1,502585166.0,hypothetical protein,-0.44374816262403005,-0.17617682563615097,-0.0819926866677456,0.23912912828840804,False
46,HNEAP_RS00285,WP_081441064.1,1174219883.0,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,-0.564334135115688,-0.789904272783968,-0.647531041721177,-0.810681273085514,False
47,HNEAP_RS00290,WP_012822962.1,502585168.0,hypothetical protein,-0.104455098392378,-0.138727293768368,-0.0724651220262717,-0.0854004168257227,False
48,HNEAP_RS00295,WP_012822963.1,502585169.0,molecular chaperone Skp,-0.23912801046746499,-0.10273494591641198,-0.0586376055573831,-0.0449661651048854,False
49,HNEAP_RS00300,WP_012822964.1,502585170.0,phosphopantetheine-binding protein,0.060330026058308,0.0739447954381447,-0.0875107899026739,-0.106743266878135,False
50,HNEAP_RS00305,WP_012822965.1,502585171.0,3-oxoacyl-ACP synthase,-0.13888640300584804,-0.0782612935690639,-0.0308677718151257,-0.00371133126311979,False
51,HNEAP_RS00310,WP_012822966.1,502585172.0,acyl carrier protein,0.309851742654777,0.8088222191633141,-0.0525547608092661,-0.164781116234387,False
52,HNEAP_RS12050,WP_012822967.1,502585173.0,membrane protein-like protein,0.159879465670521,0.0707180106803027,0.119018045919782,0.156086700581123,False
53,HNEAP_RS00320,WP_012822968.1,502585174.0,AMP-dependent synthetase and ligase,-0.15738363297608599,-0.13176695449735198,-0.0385263019904539,-0.0155673990773106,False
