locusId	sysName	desc	setAS2 c1	setAS3 c2
gene_0000	gene_0000	gene_0000	-0.4512878316154607	-0.6577949710516703
gene_0001	gene_0001	gene_0001	-2.335327914840854	-2.54995853293948
gene_0002	gene_0002	gene_0002	-0.26545034530274164	-0.34459666444537107
gene_0003	gene_0003	gene_0003	0.402386882580174	0.6975602226926914
gene_0004	gene_0004	gene_0004	-0.8318037987547803	-1.0702106129157902
gene_0005	gene_0005	gene_0005	-0.6841314175160252	-0.7557554907773901
gene_0006	gene_0006	gene_0006	-0.8566971075065591	-0.8368193053309139
gene_0007	gene_0007	gene_0007	0.2717307554979226	0.6082691909443638
gene_0008	gene_0008	gene_0008	0.11291483476440746	0.33558899683484567
gene_0009	gene_0009	gene_0009	-0.3855956041235251	-0.28458304321948
gene_0010	gene_0010	gene_0010	-1.0730961883533179	-1.2681773441291608
gene_0011	gene_0011	gene_0011	0.6140771651215019	1.146846887502163
gene_0012	gene_0012	gene_0012	0.003925607059526641	0.2818710681263937
gene_0013	gene_0013	gene_0013	-0.8349913283358447	-0.7588187543136502
gene_0014	gene_0014	gene_0014	-1.3816727837427425	-1.653162640944546
gene_0015	gene_0015	gene_0015	-1.0687259595552416	-1.0022084616434024
gene_0016	gene_0016	gene_0016	-0.2034232073733984	-0.03439771629198268
gene_0017	gene_0017	gene_0017	-0.1432238319994795	0.037012392594656746
gene_0018	gene_0018	gene_0018	-1.7587237929797852	-1.7199051664499723
gene_0019	gene_0019	gene_0019	0.6127386605609456	1.0842458234928176
gene_0020	gene_0020	gene_0020	-0.7966025317373262	-0.9397672753299631
gene_0021	gene_0021	gene_0021	-0.09024981985196122	0.13180069466757854
gene_0022	gene_0022	gene_0022	-0.8646305745680236	-0.7727102004806627
gene_0023	gene_0023	gene_0023	-1.2969016810277512	-1.5093612913986478
gene_0024	gene_0024	gene_0024	-0.4479022767476177	-0.2666104548116641
gene_0025	gene_0025	gene_0025	-0.37787597519410193	-0.3265165266230047
gene_0026	gene_0026	gene_0026	-1.0249371509867231	-0.9323246461295077
gene_0027	gene_0027	gene_0027	-0.12451712934253117	-0.08156988413132855
gene_0028	gene_0028	gene_0028	-0.6579305957777019	-0.5850493753280037
gene_0029	gene_0029	gene_0029	-0.8020125356344939	-0.5788003904104015
gene_0030	gene_0030	gene_0030	-2.21166601690278	-2.227982715215974
gene_0031	gene_0031	gene_0031	-0.5808228114983767	-0.35428089259602846
gene_0032	gene_0032	gene_0032	0.174080198540619	0.6616678769441735
gene_0033	gene_0033	gene_0033	-0.197037140736872	-0.27146367115605985
gene_0034	gene_0034	gene_0034	-1.9645309393119614	-2.512394343260461
gene_0035	gene_0035	gene_0035	-0.7082456598757881	-0.8264678214271813
gene_0036	gene_0036	gene_0036	-0.47153544894801147	-0.40188769850701556
gene_0037	gene_0037	gene_0037	-1.2758420392250092	-1.4675298009891993
gene_0038	gene_0038	gene_0038	-1.1520330942125752	-0.935841349728235
gene_0039	gene_0039	gene_0039	0.46589892669931393	0.7754134130950321
gene_0040	gene_0040	gene_0040	-0.3180643966053928	0.0560967305740499
gene_0041	gene_0041	gene_0041	-0.1170155743390444	0.14455383153499968
gene_0042	gene_0042	gene_0042	-0.42673858104495077	-0.5111189036814038
gene_0043	gene_0043	gene_0043	-0.09144983802233886	-0.13369202940593905
gene_0044	gene_0044	gene_0044	-2.257009981425196	-2.487848842827907
gene_0045	gene_0045	gene_0045	0.3815771675562055	0.6101501277649397
gene_0046	gene_0046	gene_0046	-1.830480761477775	-2.0532424766974238
gene_0047	gene_0047	gene_0047	-0.2191173505671727	-0.1133749957504291
gene_0048	gene_0048	gene_0048	-0.6291212553856251	-0.8987978073754497
gene_0049	gene_0049	gene_0049	-0.6612793463959544	-0.8503657210666041
gene_0050	gene_0050	gene_0050	-0.508420610371819	-0.6637113563697519
gene_0051	gene_0051	gene_0051	-0.5041648297864173	-0.7361195759075658
gene_0052	gene_0052	gene_0052	-0.08074179844942304	-0.04283093743963806
gene_0053	gene_0053	gene_0053	0.07394864041151346	0.522355184485734
gene_0054	gene_0054	gene_0054	-0.4749163019998544	-0.19534954449341757
gene_0055	gene_0055	gene_0055	0.3721666350522435	0.609364445099964
gene_0056	gene_0056	gene_0056	-1.6237806235246255	-1.8256594395890207
gene_0057	gene_0057	gene_0057	-0.9772419411887326	-0.9694333385133175
gene_0058	gene_0058	gene_0058	-0.7299147849240302	-0.946804006402918
gene_0059	gene_0059	gene_0059	-0.9276271915283726	-1.2177970266756575
gene_0060	gene_0060	gene_0060	-1.2378774237021688	-1.443266231415149
gene_0061	gene_0061	gene_0061	-0.23206000794990345	-0.33039862635524864
gene_0062	gene_0062	gene_0062	0.23510539198231933	0.6190937026149956
gene_0063	gene_0063	gene_0063	-0.7558889130457623	-0.5817311010334345
gene_0064	gene_0064	gene_0064	-0.85985827440149	-1.0591222128069921
gene_0065	gene_0065	gene_0065	-1.6177692655951879	-1.3949742871509112
gene_0066	gene_0066	gene_0066	-1.6753627214992477	-1.861077976723924
gene_0067	gene_0067	gene_0067	-1.6480476563542712	-1.9449014951100243
gene_0068	gene_0068	gene_0068	-0.9210555590306984	-1.1988727215940875
gene_0069	gene_0069	gene_0069	-1.513060251002713	-1.7412036711086234
gene_0070	gene_0070	gene_0070	0.293202860444583	0.6846747639541689
gene_0071	gene_0071	gene_0071	0.15504504382957587	0.5213919860052404
gene_0072	gene_0072	gene_0072	-0.08251906464281322	0.13273222732065082
gene_0073	gene_0073	gene_0073	0.16910718570297364	0.5165602208440353
gene_0074	gene_0074	gene_0074	-0.3625484511870793	-0.3314281546134551
gene_0075	gene_0075	gene_0075	-0.9843269245640294	-0.5269806982638388
gene_0076	gene_0076	gene_0076	-1.904877611353043	-1.8958264006999601
gene_0077	gene_0077	gene_0077	-0.057143291307396094	0.08130691401453216
gene_0078	gene_0078	gene_0078	-2.911524112693746	-3.0352907672609617
gene_0079	gene_0079	gene_0079	-0.8047915743679841	-0.8073519323739943
gene_0080	gene_0080	gene_0080	-0.8755560031905684	-1.3083278921737829
gene_0081	gene_0081	gene_0081	-0.9932727755223069	-1.1370781913979522
gene_0082	gene_0082	gene_0082	-1.348869434246062	-1.4811170117248105
gene_0083	gene_0083	gene_0083	-1.4507650887314776	-1.4448028646611175
gene_0084	gene_0084	gene_0084	-1.1568583182669072	-1.3758376495862692
gene_0085	gene_0085	gene_0085	-0.5136477311678116	-0.4084153584973486
gene_0086	gene_0086	gene_0086	-1.9655336465278728	-2.1598846782799876
gene_0087	gene_0087	gene_0087	0.5314218894013039	0.991101223228332
gene_0088	gene_0088	gene_0088	-3.234605825901797	-3.7306173112648198
gene_0089	gene_0089	gene_0089	-0.7179367002726349	-0.8864351723321113
gene_0090	gene_0090	gene_0090	0.032640250011312454	0.2016738560588745
gene_0091	gene_0091	gene_0091	-0.9573457580820306	-1.0553337308055852
gene_0092	gene_0092	gene_0092	-1.3092161502473016	-1.5300141931434599
gene_0093	gene_0093	gene_0093	-1.8242172667052017	-1.76104902919197
gene_0094	gene_0094	gene_0094	-1.316528639840879	-1.2310359212792314
gene_0095	gene_0095	gene_0095	-0.47596568356756275	-0.644679742238764
gene_0096	gene_0096	gene_0096	-0.4350720870317921	-0.09838069808089078
gene_0097	gene_0097	gene_0097	-2.547951959199473	-2.795283204959308
gene_0098	gene_0098	gene_0098	-1.1775470223939768	-1.0661987237970705
gene_0099	gene_0099	gene_0099	-0.8381140067506966	-1.0236953734498933
gene_0100	gene_0100	gene_0100	-0.6839234920119636	-0.4762835598111536
gene_0101	gene_0101	gene_0101	-0.5533291571001246	-0.49478908387243475
gene_0102	gene_0102	gene_0102	-1.0733188396807647	-1.0989617657032034
gene_0103	gene_0103	gene_0103	-1.5443993862236198	-2.0412593296093897
gene_0104	gene_0104	gene_0104	-0.8345045040257295	-0.7092215379540322
gene_0105	gene_0105	gene_0105	0.44417268710552965	0.7346773453181838
gene_0106	gene_0106	gene_0106	-0.46289786755447565	-0.28884860990092165
gene_0107	gene_0107	gene_0107	-0.5342281254401016	-0.6138013999711889
gene_0108	gene_0108	gene_0108	0.1823905468802795	0.4539842344575341
gene_0109	gene_0109	gene_0109	1.4520017973306474	2.3673860301823257
gene_0110	gene_0110	gene_0110	-1.123131009621043	-1.7305399906073358
gene_0111	gene_0111	gene_0111	-1.218834495151884	-1.2368466502295936
gene_0112	gene_0112	gene_0112	-1.9521135150254665	-2.1191719296847817
gene_0113	gene_0113	gene_0113	-0.28000354185260223	-0.08196377843278227
gene_0114	gene_0114	gene_0114	-1.6611191303539186	-2.324099779287006
gene_0115	gene_0115	gene_0115	-0.17440334831162088	-0.25340256740639955
gene_0116	gene_0116	gene_0116	-0.8648239199290173	-0.8271818586888571
gene_0117	gene_0117	gene_0117	-0.8893428712834875	-1.1121030517964885
gene_0118	gene_0118	gene_0118	-1.0449537920834866	-1.4470370686455363
gene_0119	gene_0119	gene_0119	-0.7912087457218601	-0.8892281663378596
gene_0120	gene_0120	gene_0120	-1.1810510398373635	-1.508903840535783
gene_0121	gene_0121	gene_0121	-1.297830578860975	-1.3005804804069065
gene_0122	gene_0122	gene_0122	-0.9326467123056197	-0.981841410318641
gene_0123	gene_0123	gene_0123	-1.219325038400608	-1.2255347324511134
gene_0124	gene_0124	gene_0124	-0.4660521627759133	-0.6208102092273191
gene_0125	gene_0125	gene_0125	-0.5148999438213505	-0.6456952445115588
gene_0126	gene_0126	gene_0126	0.04359360247455067	0.43881196866598876
gene_0127	gene_0127	gene_0127	0.04263390473375318	0.28230076090928236
gene_0128	gene_0128	gene_0128	0.12630634576615854	0.2926886135690696
gene_0129	gene_0129	gene_0129	-1.6250140972637042	-1.5034414063464252
gene_0130	gene_0130	gene_0130	-1.232315973966449	-1.4426656774546753
gene_0131	gene_0131	gene_0131	-0.15161770530281418	-0.08733396041692647
gene_0132	gene_0132	gene_0132	-0.6182884452693536	-0.7385014136154934
gene_0133	gene_0133	gene_0133	-0.31981166854428617	-0.40714167759541947
gene_0134	gene_0134	gene_0134	-0.05546192886679913	0.18286585837498162
gene_0135	gene_0135	gene_0135	-1.592981323025572	-1.6036434666812942
gene_0136	gene_0136	gene_0136	-0.14867086710558816	-0.01557071990608444
gene_0137	gene_0137	gene_0137	-0.17490278888006006	-0.2142773299199378
gene_0138	gene_0138	gene_0138	-0.09460721259601303	-0.06044669728218636
gene_0139	gene_0139	gene_0139	-1.0134005638955486	-0.8818156588734578
gene_0140	gene_0140	gene_0140	-1.0925538424468326	-1.2168787313489169
gene_0141	gene_0141	gene_0141	-1.4228047568743636	-1.453709153130438
gene_0142	gene_0142	gene_0142	-1.028111156286842	-1.0805012999891281
gene_0143	gene_0143	gene_0143	0.37541042294098775	0.6514669626781191
gene_0144	gene_0144	gene_0144	-0.7032845088694276	-0.727378423967717
gene_0145	gene_0145	gene_0145	-0.5316858331363289	-0.7191735046567594
gene_0146	gene_0146	gene_0146	-0.6967886036697041	-1.0011653325534833
gene_0147	gene_0147	gene_0147	-2.400721992188644	-2.732504382321703
gene_0148	gene_0148	gene_0148	-0.11269547737662142	0.11393349151869361
gene_0149	gene_0149	gene_0149	-0.4000465552781126	-0.19608014093471277
gene_0150	gene_0150	gene_0150	-1.2030436750239228	-1.5528360808499826
gene_0151	gene_0151	gene_0151	-0.3536627372053957	-0.5064598732923443
gene_0152	gene_0152	gene_0152	-0.007092476289522384	0.05674993659631764
gene_0153	gene_0153	gene_0153	-0.14081950408013494	-0.11817085477735145
gene_0154	gene_0154	gene_0154	0.3896412632234084	0.8077838123232889
gene_0155	gene_0155	gene_0155	0.3329473478177392	0.5443337291198116
gene_0156	gene_0156	gene_0156	-0.23070313850389593	-0.1880830752805809
gene_0157	gene_0157	gene_0157	0.5626642191372366	1.1792278373413934
gene_0158	gene_0158	gene_0158	-0.39329246821850333	-0.5767747564404018
gene_0159	gene_0159	gene_0159	-1.4921057604699843	-1.520584520612858
gene_0160	gene_0160	gene_0160	-0.027623821838852244	0.06753652800402768
gene_0161	gene_0161	gene_0161	-0.08700575632864627	-0.07295907566884509
gene_0162	gene_0162	gene_0162	-0.33667621997109104	-0.23850686797181925
gene_0163	gene_0163	gene_0163	-0.8034162755439139	-0.6292035057483811
